years_experience,education_level,job_role,performance_score,certifications_count,work_hours_per_week,salary
12.9,Bachelor's,Software Engineer,1.1,1,52.7,125912.47
6.4,Master's,Data Scientist,1.7,2,36.7,117510.15
19.7,Bachelor's,HR,1.5,0,50.2,140485.74
5.8,Bachelor's,Software Engineer,2.9,2,52.5,109634.35
4.5,Master's,Data Scientist,2.1,0,23.0,107473.31
9.1,Bachelor's,Analyst,1.2,2,47.0,95904.05
1.6,Bachelor's,Manager,2.8,2,32.1,100525.19
19.6,Bachelor's,Manager,3.3,2,34.4,174662.18
12.0,Master's,Data Scientist,2.5,3,49.3,145381.82
11.4,PhD,Manager,2.0,2,58.3,162870.05
13.3,Master's,Software Engineer,2.6,1,52.1,144065.33
10.2,Bachelor's,Manager,3.1,4,31.7,137665.31
1.1,Master's,Software Engineer,2.7,5,48.3,99798.94
12.4,Bachelor's,Software Engineer,1.4,5,33.1,134101.54
14.5,Master's,Manager,2.8,4,37.6,168113.24
8.6,Master's,Data Scientist,3.9,2,24.9,130319.78
15.3,PhD,Analyst,4.3,3,53.4,166604.74
4.9,Bachelor's,Data Scientist,2.8,2,45.9,99819.0
4.8,Master's,HR,5.0,2,54.5,103151.93
3.6,Master's,HR,4.4,0,28.9,86485.81
7.8,Bachelor's,Software Engineer,1.9,5,25.2,110418.58
17.0,Master's,Software Engineer,2.8,5,52.6,164654.28
16.6,PhD,Data Scientist,2.2,1,55.2,176399.6
8.0,PhD,Data Scientist,3.2,5,26.9,141214.59
12.0,Master's,Software Engineer,1.9,0,45.7,142707.94
14.6,Bachelor's,Analyst,1.1,5,26.6,122196.18
5.2,PhD,Analyst,4.6,4,20.6,123879.23
3.8,Master's,HR,3.1,5,41.7,101484.43
19.5,Bachelor's,Analyst,4.7,3,58.0,170433.27
12.5,Bachelor's,Manager,1.5,0,43.6,138199.68
19.6,Bachelor's,Software Engineer,1.6,1,37.2,161676.44
7.1,Bachelor's,Data Scientist,1.9,1,31.3,99452.15
14.2,Master's,Software Engineer,2.8,1,31.3,138312.61
4.8,Bachelor's,Manager,4.5,4,30.5,117144.92
5.6,Bachelor's,Analyst,3.6,0,28.4,84590.29
10.5,Bachelor's,Software Engineer,1.2,1,22.7,104630.36
6.7,Bachelor's,Manager,2.6,4,50.3,131790.72
3.8,Bachelor's,Analyst,3.9,3,32.6,83907.56
5.6,Bachelor's,HR,2.3,2,26.2,83350.76
1.2,Bachelor's,HR,3.0,3,44.2,80495.47
14.2,Master's,HR,3.8,0,57.4,138231.48
10.1,Bachelor's,Manager,4.9,3,47.5,141459.57
2.3,Master's,Manager,2.3,5,27.7,118906.91
3.8,Bachelor's,Data Scientist,4.0,4,36.6,103833.19
2.5,Bachelor's,Data Scientist,4.0,0,53.0,99244.81
12.4,Bachelor's,HR,3.2,1,22.0,102019.03
2.3,Bachelor's,Software Engineer,4.3,4,33.5,94287.37
15.2,Bachelor's,Analyst,3.1,5,35.5,138603.82
0.9,Bachelor's,Data Scientist,3.5,0,38.1,82451.52
5.4,Bachelor's,Analyst,4.3,5,42.3,104183.0
17.9,Master's,Software Engineer,2.9,5,39.7,168445.46
14.5,Bachelor's,HR,2.9,0,26.5,119586.07
1.9,PhD,Analyst,3.4,4,36.7,99207.09
16.5,Master's,HR,4.2,3,34.8,153877.98
10.1,Master's,Analyst,1.5,3,57.2,120648.55
17.0,Bachelor's,Software Engineer,4.1,1,49.7,156660.4
12.2,Master's,Data Scientist,2.2,5,54.6,150357.49
13.8,Bachelor's,Manager,1.3,0,48.4,145644.67
19.9,Bachelor's,HR,4.2,3,22.3,147938.99
5.0,Bachelor's,Data Scientist,1.6,0,39.0,98932.85
12.7,PhD,Analyst,1.9,3,51.1,146824.22
9.5,Bachelor's,Data Scientist,3.8,4,43.7,124288.74
1.3,PhD,Manager,3.3,5,50.3,123151.55
0.8,Bachelor's,HR,4.7,4,58.5,83041.17
2.8,PhD,HR,4.8,3,29.9,100304.28
13.2,PhD,Data Scientist,2.3,4,59.3,164026.37
11.6,PhD,Software Engineer,2.3,5,24.8,143251.38
11.3,Bachelor's,Analyst,1.8,0,56.8,118544.22
1.1,PhD,Data Scientist,3.1,5,27.7,106034.97
9.7,PhD,Software Engineer,2.5,4,48.8,145907.5
18.5,Bachelor's,HR,1.1,1,51.3,146544.89
8.3,Bachelor's,Analyst,2.6,3,52.4,106923.1
12.7,Master's,HR,1.2,1,37.5,126039.21
15.7,Bachelor's,Manager,4.2,5,26.8,170078.27
15.8,Master's,Software Engineer,4.7,4,51.8,172951.12
10.6,Bachelor's,Manager,2.2,3,45.8,138056.82
17.2,Master's,Manager,3.6,3,30.3,177040.63
8.1,Bachelor's,Manager,1.4,0,35.7,116641.86
17.8,Bachelor's,Software Engineer,2.5,0,31.9,148810.8
5.2,Bachelor's,Analyst,3.3,4,56.6,98347.43
6.0,Master's,HR,1.4,0,52.1,95172.51
1.5,Bachelor's,Analyst,2.5,0,55.3,65359.64
16.0,Master's,Analyst,4.8,1,22.1,150364.3
8.6,Master's,Analyst,1.7,1,46.4,111692.22
5.0,Bachelor's,HR,3.5,1,30.7,82599.69
5.0,Bachelor's,HR,4.3,4,49.9,89356.22
18.1,Bachelor's,Software Engineer,4.1,5,55.6,171070.71
16.8,Bachelor's,Data Scientist,4.1,5,50.6,169065.99
11.3,Bachelor's,HR,1.2,5,56.4,117138.32
12.5,Master's,HR,4.9,3,35.9,134198.25
9.7,PhD,Data Scientist,3.9,2,45.0,150506.97
8.1,Bachelor's,HR,4.8,4,39.0,109300.06
18.4,Master's,Analyst,4.9,3,53.2,170279.97
2.9,PhD,HR,2.4,0,42.5,84603.97
8.7,PhD,Software Engineer,3.2,4,48.4,131963.55
7.2,PhD,HR,3.9,3,45.2,116342.48
10.2,Master's,Data Scientist,4.4,4,54.5,141378.28
9.4,Bachelor's,Analyst,4.9,0,41.1,113679.38
10.6,PhD,Data Scientist,4.9,0,24.4,145646.48
3.2,PhD,HR,2.3,4,58.0,97427.85
10.5,Bachelor's,HR,3.7,5,42.2,123225.1
5.2,Bachelor's,Software Engineer,1.6,4,51.3,98682.3
4.1,Bachelor's,Analyst,4.2,2,47.2,95337.69
1.8,Bachelor's,HR,1.6,1,37.3,62817.45
15.4,Bachelor's,Software Engineer,4.6,3,58.1,150770.63
8.8,Master's,Software Engineer,4.9,5,49.3,138944.55
12.7,Master's,Data Scientist,1.3,0,29.3,128286.57
14.7,Bachelor's,Analyst,3.0,0,59.8,134490.28
13.7,Bachelor's,Manager,2.1,3,60.0,151760.38
9.7,Master's,Software Engineer,2.9,5,31.6,132543.04
8.1,Bachelor's,Manager,2.2,4,59.4,129406.93
7.8,Bachelor's,Data Scientist,1.3,2,44.7,116326.68
13.0,Master's,Software Engineer,2.6,5,27.4,145752.01
10.1,Bachelor's,Analyst,1.8,3,59.1,111815.14
17.1,Bachelor's,Manager,3.2,4,24.1,166996.21
17.6,Bachelor's,Analyst,3.7,0,45.5,147098.98
3.8,Master's,Manager,2.6,4,53.5,121393.33
3.2,Master's,Data Scientist,1.8,1,53.2,93587.45
12.8,Bachelor's,Software Engineer,1.8,2,20.2,123762.88
6.4,Bachelor's,Software Engineer,1.0,1,37.0,96212.74
0.9,Master's,Data Scientist,3.8,1,23.6,90551.2
17.8,PhD,HR,2.0,4,30.4,160167.47
4.9,Master's,Manager,4.9,4,57.5,137129.8
18.6,Master's,Manager,4.0,5,55.4,187503.65
14.5,Master's,HR,2.2,5,46.4,136889.36
15.4,Master's,Data Scientist,1.6,3,55.9,165870.98
4.4,PhD,Analyst,3.5,5,32.6,113209.88
5.1,Master's,Analyst,4.5,0,53.1,106837.28
10.7,PhD,Data Scientist,3.3,2,47.4,156076.93
3.9,Bachelor's,Analyst,1.0,1,49.4,76449.72
6.5,PhD,Data Scientist,4.1,4,23.4,132029.52
6.8,Master's,Manager,4.9,0,34.0,137929.71
3.6,PhD,Manager,1.2,3,21.9,123736.97
4.5,Bachelor's,HR,4.2,4,26.0,91087.94
15.9,Master's,Data Scientist,3.9,3,30.9,163325.04
3.8,Master's,Analyst,2.6,5,43.4,100007.93
1.1,Bachelor's,Data Scientist,3.5,5,50.4,94320.31
12.8,Master's,Software Engineer,1.6,5,24.3,143386.93
19.5,Master's,HR,3.9,4,22.2,161473.43
7.0,Bachelor's,Software Engineer,3.3,5,55.3,116505.12
2.8,Bachelor's,HR,1.3,2,25.2,68384.42
11.6,Master's,HR,4.5,1,37.9,125714.08
18.2,Master's,HR,1.5,3,24.5,145057.67
15.8,Bachelor's,Software Engineer,2.8,3,41.4,152926.93
12.6,Bachelor's,HR,1.5,3,24.3,112954.43
6.6,Bachelor's,Data Scientist,3.6,4,50.5,114456.9
11.1,Bachelor's,Data Scientist,4.0,3,23.4,137777.13
2.3,Bachelor's,Software Engineer,4.8,4,37.2,101421.54
13.7,Master's,Manager,2.0,4,36.8,163199.17
14.6,Master's,Manager,2.5,5,56.8,172029.18
19.3,Master's,Software Engineer,2.5,2,37.2,177491.16
5.6,Bachelor's,HR,1.4,5,22.8,88345.99
0.9,Bachelor's,HR,4.2,4,41.7,69549.32
11.1,Bachelor's,HR,1.3,5,49.0,110743.89
14.3,Master's,Software Engineer,2.4,0,33.5,144234.27
15.9,Master's,HR,1.8,3,44.3,147771.87
4.3,PhD,Data Scientist,3.7,1,24.9,122347.1
5.6,Bachelor's,HR,4.6,3,37.0,91911.51
10.5,Master's,Software Engineer,4.0,0,26.6,131551.21
6.9,Master's,HR,4.1,5,30.9,108644.86
17.3,Master's,Data Scientist,1.3,4,45.6,164470.67
9.7,Master's,Software Engineer,4.0,5,50.1,142248.08
16.1,Master's,Manager,1.3,2,32.5,168313.41
11.8,Bachelor's,Software Engineer,2.9,4,59.6,138538.39
15.6,Master's,Analyst,3.8,2,31.4,148672.29
7.0,Bachelor's,Manager,2.0,1,26.0,110856.69
16.7,Bachelor's,Manager,3.7,3,54.7,171000.71
5.9,Bachelor's,Software Engineer,4.5,4,46.0,112753.85
11.1,PhD,Analyst,4.5,2,47.2,146738.66
4.7,Bachelor's,Manager,1.8,2,51.8,111935.86
9.8,PhD,HR,2.1,0,60.0,118528.16
6.7,PhD,Analyst,3.7,0,31.4,106290.11
5.7,PhD,Analyst,4.4,3,41.9,118779.02
19.4,PhD,Software Engineer,2.8,2,48.2,186378.58
3.6,PhD,Software Engineer,4.7,1,25.8,117477.63
15.9,Bachelor's,Software Engineer,3.3,2,32.3,154571.09
19.7,Bachelor's,Analyst,2.0,2,32.3,154604.92
0.9,Master's,Data Scientist,1.1,4,33.1,92986.33
14.1,Bachelor's,Software Engineer,4.2,4,48.7,146738.27
5.4,Bachelor's,Data Scientist,1.4,0,43.7,103713.75
1.3,Master's,Manager,1.3,4,48.6,101788.05
8.4,Master's,HR,4.1,2,40.5,117630.01
18.7,PhD,HR,1.1,4,58.2,173178.69
0.7,Master's,Data Scientist,4.4,0,40.8,102309.44
12.0,Master's,Analyst,3.4,3,44.1,132663.45
10.3,Bachelor's,HR,3.5,5,31.9,105901.94
17.5,Bachelor's,Data Scientist,4.8,1,22.4,158535.18
2.1,PhD,Software Engineer,4.5,5,52.6,118403.77
13.8,Bachelor's,Data Scientist,1.3,5,54.3,143894.46
13.8,Bachelor's,Manager,4.4,2,54.0,162264.17
13.5,Master's,Data Scientist,3.7,1,52.1,148368.52
18.9,Bachelor's,Software Engineer,2.3,5,30.7,164914.81
16.6,Bachelor's,Data Scientist,4.4,5,43.0,163708.57
1.3,Bachelor's,Software Engineer,1.1,3,52.6,79716.71
9.7,Bachelor's,Software Engineer,4.4,2,45.0,124139.2
8.3,Bachelor's,Manager,3.5,1,58.3,135757.11
6.5,PhD,Manager,2.0,3,47.1,137904.6
9.3,Master's,HR,1.0,2,42.4,99974.18
8.0,Bachelor's,Software Engineer,3.1,3,59.8,120550.83
8.9,Bachelor's,Software Engineer,2.7,5,41.4,113914.97
19.6,Bachelor's,Software Engineer,4.5,2,58.7,172991.77
2.2,PhD,HR,4.2,2,20.5,96058.96
18.5,Bachelor's,Analyst,3.4,5,42.0,158350.43
9.9,PhD,Manager,1.6,3,31.6,151082.79
12.7,Bachelor's,Manager,3.9,0,35.8,148234.07
16.7,Master's,Software Engineer,3.4,1,23.5,154049.72
7.5,Bachelor's,HR,1.1,0,30.6,85357.73
8.9,Bachelor's,Software Engineer,4.0,4,42.8,125583.05
8.5,Bachelor's,Manager,4.3,1,48.9,135426.13
7.8,Master's,HR,4.1,2,56.4,113769.73
18.5,Bachelor's,Data Scientist,1.7,5,29.3,161989.0
16.7,Bachelor's,Manager,3.0,1,51.8,170672.57
2.6,Master's,Data Scientist,3.1,1,21.0,95795.3
2.6,Bachelor's,Analyst,4.7,4,55.8,84940.24
8.8,Bachelor's,Data Scientist,4.7,5,43.8,135929.19
2.4,Master's,HR,1.2,0,53.8,70479.87
12.6,Bachelor's,Data Scientist,5.0,2,30.2,140273.96
3.3,Master's,Analyst,4.1,1,34.9,94377.9
10.7,Bachelor's,Manager,2.5,0,23.9,133008.42
0.6,Bachelor's,Analyst,4.0,4,23.2,71690.24
6.7,Bachelor's,HR,2.5,0,53.1,95150.52
13.7,PhD,Data Scientist,4.7,4,31.9,174381.02
9.9,PhD,Data Scientist,2.5,5,34.1,147194.56
19.6,PhD,HR,4.1,1,41.2,170043.21
17.5,Bachelor's,Software Engineer,1.6,2,46.8,152773.64
7.5,Master's,HR,4.4,0,21.9,104284.58
1.4,Bachelor's,HR,3.5,4,43.0,77900.46
17.0,Bachelor's,Analyst,4.2,2,44.4,147288.5
18.3,Master's,Analyst,2.7,1,54.0,163203.41
16.5,Bachelor's,HR,2.4,0,26.2,122561.01
3.0,Bachelor's,Manager,3.1,3,38.0,107857.12
20.0,Bachelor's,Data Scientist,2.6,2,39.0,167065.33
5.5,Master's,HR,3.1,0,53.9,96404.64
14.6,Bachelor's,Software Engineer,2.7,4,34.5,142171.83
18.2,Bachelor's,Data Scientist,1.8,3,23.2,152899.63
5.1,PhD,Manager,4.9,2,44.1,138979.71
18.2,Bachelor's,HR,1.1,5,46.5,140697.82
6.5,Bachelor's,Manager,4.7,5,43.3,138840.5
19.5,Master's,Data Scientist,4.3,3,39.6,183085.6
6.0,Master's,Software Engineer,2.7,2,28.5,102565.0
19.1,Bachelor's,Data Scientist,2.3,5,41.5,166837.55
1.5,Master's,Data Scientist,1.7,1,21.4,81429.89
14.3,Bachelor's,HR,1.5,5,42.7,121463.12
10.9,Master's,Data Scientist,3.2,4,39.6,134419.86
9.8,Bachelor's,HR,1.4,4,58.1,104134.1
4.9,Bachelor's,HR,2.9,1,32.8,81752.9
14.3,Bachelor's,Manager,4.3,2,20.9,154927.98
4.2,PhD,Software Engineer,4.0,2,50.4,119540.47
11.3,Master's,HR,1.5,4,26.7,127651.15
5.4,PhD,Analyst,4.8,0,41.8,112050.04
19.1,Master's,Manager,2.1,5,28.6,187394.0
1.1,Bachelor's,HR,3.8,2,41.6,69993.01
4.4,Bachelor's,HR,2.2,1,43.2,78656.07
5.2,PhD,Manager,3.5,4,46.5,138516.51
8.6,Master's,Data Scientist,3.3,1,34.9,131795.56
5.0,PhD,HR,1.7,1,22.4,99180.81
10.1,Bachelor's,Software Engineer,3.6,2,43.9,125095.67
17.5,Bachelor's,HR,2.3,5,54.6,149882.98
14.4,Bachelor's,Manager,3.4,1,41.0,158560.63
11.8,Bachelor's,Analyst,3.2,4,30.0,121970.03
2.2,Bachelor's,Manager,4.4,0,36.5,98457.74
14.0,Bachelor's,Manager,1.9,4,41.6,153476.89
3.7,Master's,Software Engineer,1.6,3,23.5,100431.29
15.8,Bachelor's,Data Scientist,4.4,4,42.7,159490.87
5.4,Bachelor's,Software Engineer,2.8,3,24.4,98794.78
8.6,Master's,Software Engineer,4.1,2,27.1,122167.06
7.3,Bachelor's,HR,4.8,3,35.7,102776.1
17.2,Master's,Analyst,3.2,0,52.0,155854.54
3.0,Bachelor's,Manager,2.2,2,53.0,114175.1
11.5,PhD,Software Engineer,4.2,0,31.3,148641.61
3.3,Master's,Software Engineer,4.7,3,41.5,110307.66
14.2,PhD,Data Scientist,2.0,2,23.7,158025.8
18.1,Master's,Data Scientist,3.8,3,59.9,180884.29
9.0,Bachelor's,Analyst,4.1,1,46.2,109384.37
10.0,Bachelor's,Manager,1.1,0,29.0,130087.86
18.6,Master's,Software Engineer,3.4,1,56.0,171237.21
10.7,Master's,HR,3.5,0,34.0,121794.9
10.0,Master's,Data Scientist,3.5,0,31.0,133102.35
11.8,Bachelor's,Software Engineer,1.3,2,31.9,118682.51
13.9,Master's,HR,1.1,5,39.4,129539.86
2.6,Master's,Software Engineer,2.2,1,21.3,87396.62
16.5,Master's,Analyst,2.4,3,46.1,149232.28
9.0,Bachelor's,Analyst,1.6,2,57.9,100849.81
1.9,PhD,HR,3.0,5,52.6,94082.59
15.8,Bachelor's,Data Scientist,1.9,0,52.4,138312.89
7.9,Bachelor's,Analyst,2.4,3,51.0,104073.3
2.5,Master's,Data Scientist,2.2,0,34.3,93570.03
12.9,Bachelor's,HR,4.1,0,27.6,117034.88
17.7,Master's,HR,4.5,3,32.6,153125.66
17.8,Bachelor's,Software Engineer,2.2,4,26.9,159615.22
19.2,Bachelor's,HR,2.5,3,54.0,142918.66
17.4,Bachelor's,Software Engineer,4.3,2,36.8,162450.4
0.5,Bachelor's,Data Scientist,4.0,3,52.5,84964.37
7.9,Bachelor's,Software Engineer,3.8,2,31.6,110197.79
16.5,Bachelor's,Data Scientist,3.8,1,25.8,155670.91
7.6,Master's,Analyst,2.2,3,54.8,120159.75
12.2,Master's,Data Scientist,4.7,5,52.0,162365.79
12.3,Master's,Manager,4.2,1,42.2,149662.68
7.6,Master's,Software Engineer,1.8,3,24.9,116370.87
18.1,Bachelor's,Analyst,3.6,5,33.5,150017.14
10.3,PhD,Data Scientist,1.6,2,22.3,149001.63
9.6,Master's,HR,3.3,5,55.9,124672.18
20.0,Bachelor's,Software Engineer,2.2,5,29.6,169931.94
10.1,Master's,Data Scientist,1.4,1,40.9,126541.55
4.0,Bachelor's,Analyst,3.4,4,57.7,88705.89
10.5,Master's,HR,4.5,3,44.9,126281.49
16.4,Bachelor's,Software Engineer,1.6,2,44.9,143374.05
15.6,Bachelor's,Analyst,4.6,2,53.3,146275.6
15.9,Bachelor's,HR,1.5,0,47.7,124550.05
14.3,Bachelor's,Manager,4.0,2,39.4,159121.57
5.5,PhD,HR,5.0,2,24.9,114103.0
17.3,PhD,Software Engineer,1.4,3,39.9,170355.68
17.9,Bachelor's,Manager,1.9,1,27.3,163088.41
4.3,Bachelor's,Data Scientist,2.9,5,39.7,102103.81
3.0,Bachelor's,Manager,4.0,3,20.9,104074.96
19.5,Master's,Manager,4.6,3,34.1,197998.37
17.4,Bachelor's,Manager,3.9,4,22.2,171836.75
17.9,PhD,HR,4.1,5,25.8,163726.32
17.8,Master's,Manager,2.8,4,47.8,183865.73
11.1,PhD,Manager,2.4,3,59.1,167990.11
13.1,Master's,Data Scientist,3.0,4,42.6,152690.87
11.1,Master's,Manager,3.6,0,26.8,137631.09
1.5,Master's,HR,3.0,2,35.1,80890.02
15.0,Master's,Analyst,4.2,5,29.4,149598.92
10.4,Master's,Analyst,1.6,3,21.9,119457.17
13.1,Master's,HR,2.6,1,56.5,129215.03
10.3,Master's,HR,1.3,4,41.7,117157.11
10.1,PhD,Manager,3.7,0,26.0,155889.08
3.8,PhD,HR,4.0,4,49.8,104109.71
5.9,Master's,Manager,3.7,0,26.9,119551.18
3.6,Bachelor's,Software Engineer,4.8,5,28.3,96580.04
4.3,Bachelor's,Data Scientist,4.7,0,44.1,105433.32
19.5,PhD,Data Scientist,2.1,5,37.1,189411.65
3.5,Bachelor's,Data Scientist,2.0,5,55.8,101330.82
5.8,Bachelor's,Software Engineer,1.1,0,43.9,95437.91
12.0,Bachelor's,Data Scientist,3.0,3,27.3,133163.83
12.4,Master's,Manager,4.4,2,39.0,160186.63
3.5,Master's,Analyst,1.6,3,49.1,87371.77
16.0,Bachelor's,Data Scientist,3.4,2,44.0,157196.25
15.8,Bachelor's,Data Scientist,3.9,1,32.8,159608.49
5.1,Master's,Manager,2.5,4,35.5,122789.63
6.1,PhD,Manager,3.8,3,46.6,146357.51
18.8,Bachelor's,Data Scientist,4.3,4,40.8,179090.61
16.6,Bachelor's,HR,1.0,5,23.0,127595.44
14.1,Master's,Software Engineer,3.9,4,41.9,163500.04
2.1,Master's,Analyst,3.4,5,38.2,87764.76
8.7,Master's,Analyst,4.4,5,52.6,129788.05
11.4,Master's,Software Engineer,1.6,1,24.5,123856.83
4.2,PhD,Data Scientist,4.2,4,20.0,125702.45
9.2,Bachelor's,Data Scientist,1.6,2,52.8,117935.1
12.2,Bachelor's,Data Scientist,3.3,3,28.4,127407.98
6.9,Master's,Data Scientist,2.1,1,21.3,119739.46
15.7,Master's,Data Scientist,2.0,5,28.8,161737.57
16.9,Master's,Analyst,3.0,5,55.4,157976.71
6.8,PhD,Data Scientist,4.0,2,26.8,132024.4
16.9,Master's,Manager,3.6,5,32.8,181943.34
2.5,Master's,HR,5.0,2,44.4,89201.78
16.8,Bachelor's,Data Scientist,1.5,5,27.2,152232.06
3.5,Bachelor's,Manager,3.9,5,45.8,115503.06
2.1,Master's,Analyst,1.2,1,48.3,87764.79
13.0,Bachelor's,Manager,2.4,1,29.2,135122.11
9.7,Bachelor's,Software Engineer,2.4,4,23.8,109756.72
18.2,PhD,Software Engineer,2.0,0,36.1,172915.6
7.6,PhD,Manager,3.1,5,47.9,141794.87
6.1,Bachelor's,Data Scientist,2.0,2,52.5,105948.63
10.3,Master's,Data Scientist,2.5,5,21.5,133761.46
9.4,Bachelor's,Data Scientist,4.4,2,41.5,128844.64
7.2,Bachelor's,Manager,2.3,0,30.3,114004.35
14.0,Master's,Software Engineer,4.9,2,36.6,154877.3
15.3,Master's,Software Engineer,2.1,5,41.2,153821.28
17.1,Bachelor's,Analyst,4.6,3,49.4,147399.7
19.5,Bachelor's,Software Engineer,2.7,4,21.6,161455.69
5.7,Bachelor's,Software Engineer,4.6,4,26.8,110153.62
14.5,PhD,HR,2.7,3,44.7,150660.18
8.2,Master's,Software Engineer,4.1,0,37.6,124491.31
13.7,Bachelor's,Manager,2.6,1,28.4,153030.72
9.8,Bachelor's,Data Scientist,3.5,2,22.6,124213.06
19.9,Master's,Manager,1.2,2,56.6,191360.79
14.7,Master's,Data Scientist,3.4,1,34.5,155393.88
19.1,Master's,Data Scientist,2.3,1,36.4,174608.65
16.8,Bachelor's,Analyst,5.0,0,22.0,150336.98
18.1,PhD,Software Engineer,4.2,5,49.5,189261.24
16.4,Bachelor's,Analyst,1.3,2,59.7,143078.97
9.5,Bachelor's,Data Scientist,1.8,1,59.1,122410.22
5.4,Bachelor's,HR,3.5,2,32.4,81013.59
7.7,Master's,HR,2.2,5,58.4,112162.5
0.9,PhD,Analyst,1.9,3,36.3,89597.33
10.7,Master's,Analyst,2.4,5,35.5,129547.06
10.3,Master's,Software Engineer,1.4,1,53.3,125684.75
10.7,Bachelor's,Analyst,3.2,0,51.7,129754.72
19.5,Bachelor's,Analyst,2.1,0,39.0,152218.98
18.3,Master's,Manager,4.5,5,37.9,198206.29
3.7,Master's,Analyst,1.1,2,58.7,93758.46
7.7,Master's,Analyst,2.4,2,36.3,104947.68
8.8,Bachelor's,Manager,3.2,5,54.5,137525.96
7.5,Bachelor's,Data Scientist,1.9,0,49.9,112630.96
16.1,Bachelor's,Data Scientist,1.2,2,24.3,137129.02
10.7,PhD,Manager,1.3,0,26.4,146081.52
11.7,Master's,Software Engineer,1.6,4,21.5,131532.9
17.1,Bachelor's,Analyst,2.1,0,21.4,136004.81
16.2,Bachelor's,Software Engineer,3.8,5,44.2,153566.77
3.1,Bachelor's,HR,2.9,5,23.1,84262.39
14.4,Bachelor's,Software Engineer,1.1,4,25.4,147631.25
9.0,Master's,Analyst,1.6,3,29.8,113292.87
6.2,PhD,Data Scientist,2.5,5,42.1,137545.95
1.5,Master's,Analyst,2.7,3,29.2,83525.4
10.0,Bachelor's,Analyst,1.3,3,35.8,104048.14
7.4,Master's,Analyst,1.5,1,34.1,98119.3
5.4,Master's,Software Engineer,2.0,0,35.9,104851.07
14.0,Bachelor's,Data Scientist,4.3,4,57.2,152791.11
15.5,PhD,Data Scientist,1.8,4,58.8,177863.66
5.3,Master's,Software Engineer,1.9,4,22.9,103507.41
1.5,Bachelor's,Software Engineer,3.0,5,24.4,85512.03
17.1,Master's,Software Engineer,4.6,0,22.2,159060.67
0.7,Master's,HR,3.1,5,35.5,74898.1
18.8,Master's,HR,1.3,3,54.0,160226.82
12.7,Bachelor's,Analyst,1.7,1,52.0,118154.7
6.8,Bachelor's,HR,4.4,0,34.2,91216.42
5.3,Bachelor's,Software Engineer,4.5,5,50.0,109513.77
0.7,Master's,Software Engineer,4.2,1,59.2,94180.06
5.1,Bachelor's,Software Engineer,3.2,1,27.8,95781.41
3.2,Master's,Data Scientist,2.8,1,58.6,99323.26
12.4,Master's,Data Scientist,2.1,0,50.8,146562.43
3.7,Bachelor's,HR,3.2,3,24.6,78847.97
10.8,Master's,Manager,3.7,5,51.8,162918.34
12.0,Bachelor's,Manager,3.4,3,24.1,150400.25
6.3,Bachelor's,Software Engineer,1.9,2,21.2,97823.77
1.2,Bachelor's,Data Scientist,4.6,4,50.6,98035.11
1.2,PhD,Analyst,2.6,4,55.8,99047.45
1.0,Master's,HR,4.5,3,36.0,76685.04
14.9,Bachelor's,Data Scientist,2.6,4,21.0,144917.29
6.7,PhD,Software Engineer,1.2,3,43.9,126545.71
16.0,Master's,Software Engineer,4.0,1,29.3,161814.92
8.9,Bachelor's,Manager,4.7,5,41.8,151156.15
9.3,Bachelor's,Software Engineer,2.0,2,32.7,113084.61
10.5,Bachelor's,Software Engineer,3.2,4,44.9,133296.68
14.4,Master's,Analyst,4.2,1,30.4,141844.05
5.8,Master's,HR,2.3,4,25.9,90928.06
2.9,Bachelor's,Analyst,2.1,2,50.1,79126.97
11.3,Bachelor's,Manager,2.6,0,41.6,137392.87
6.9,Bachelor's,Data Scientist,3.2,2,32.7,110105.38
9.1,Bachelor's,Manager,3.2,1,45.1,128372.58
13.1,Master's,Software Engineer,2.9,2,31.5,142365.38
10.1,Bachelor's,HR,4.3,1,34.6,105562.53
12.6,Master's,Software Engineer,1.6,2,35.0,145237.54
11.1,PhD,HR,1.3,4,29.1,129948.29
14.9,Bachelor's,HR,1.7,5,37.6,123346.01
14.3,Bachelor's,HR,3.8,2,52.6,128782.54
10.9,Bachelor's,Data Scientist,1.6,2,58.8,127830.1
13.7,Bachelor's,Manager,2.3,3,28.8,149126.68
17.5,Master's,Data Scientist,4.5,2,57.6,175669.44
8.9,Master's,Data Scientist,1.6,4,31.1,127427.42
8.5,Bachelor's,Data Scientist,3.1,1,38.8,122420.29
15.4,Bachelor's,Analyst,3.0,0,24.0,128124.26
11.9,Bachelor's,Analyst,1.1,0,44.3,106492.16
1.9,Bachelor's,Analyst,1.5,0,40.4,58811.64
17.9,Master's,Data Scientist,4.8,0,47.2,168951.05
1.1,Bachelor's,Software Engineer,4.8,5,44.0,94188.35
15.1,Master's,Analyst,4.5,1,59.3,152566.24
15.3,Master's,Analyst,2.7,5,50.8,150151.35
19.1,Bachelor's,Data Scientist,3.4,1,58.6,168742.08
1.6,Master's,Manager,4.3,0,41.0,108751.07
12.1,PhD,Software Engineer,3.7,2,31.3,152696.76
8.8,Bachelor's,HR,4.6,2,41.3,104587.04
6.9,Bachelor's,HR,2.3,5,38.7,94535.66
2.3,Bachelor's,Software Engineer,3.5,3,37.1,88508.76
11.5,Master's,Data Scientist,3.3,1,36.0,142393.77
9.8,Bachelor's,Manager,4.9,3,52.5,137523.08
